scenario,day_key,day,case,axis,variation,vre_share,vre_scale_factor,vre_share_annual,vre_share_day,vpl_mwh,vpl_mode,dc_flex,window_scale,reserve_from_flex,load_mwh,solver,mip_gap,time_milp_s,time_lp_s,objective_milp,cost_total,cost_fuel,cost_startup,cost_shutdown,cost_curtail_penalty,cost_migration,cost_degradation,cost_other,vre_available_mwh,vre_dispatched_mwh,curtailment_mwh,curtailment_pct,startups_total,startups_coal,startups_ng,startups_nuclear,startups_oil,frus_mean_mw,frds_mean_mw,frus_system_mean_mw,frds_system_mean_mw,pmin_mwh,pmin_unit_hours,online_unit_hours,corridor_limit_mw,corridor_flow_mean_mw,corridor_flow_max_mw,corridor_congested_hours,corridor_utilization,lmp_up_mean,lmp_down_mean,lmp_spread_mean,lmp_spread_max,lmp_spread_congested_mean,vpl_virtual_capacity_mw,vpl_virtual_mwh,vpl_cycles_up,vpl_cycles_down,vpl_throughput_mwh,vpl_hours_vtl,vpl_hours_arbitrage,vdc_energy_it_mwh,vdc_energy_elec_mwh,vdc_spatial_shift_mwh,vdc_spatial_shift_pct,vdc_temporal_shift_mwh,vdc_temporal_shift_pct,vdc_mean_delay_h,vdc_completion_min,vdc_site_cap_violation_mw,co2_t,co2_t_coal,co2_t_ng,co2_t_nuclear,co2_t_oil,gen_mwh_csp,gen_mwh_coal,gen_mwh_gas_cc,gen_mwh_gas_ct,gen_mwh_hydro,gen_mwh_nuclear,gen_mwh_oil_ct,gen_mwh_oil_st,gen_mwh_solar_pv,gen_mwh_solar_rtpv,gen_mwh_wind
m03__C__base,m03,2020-03-18,C,monthly,base,0.5,1.2511,0.5,0.6071,800.0,emergent,0.5,1.0,False,105999.2019503,gurobi,0.0001705137364845,6.6,1.2,1192796.5510526826,1192796.55105268,1079691.605749405,112807.688088,0.0,-4931.010433034515,5228.26764831113,0.0,-1.629814505577087e-09,59982.99472051207,49310.10433034514,10672.890390166922,17.79319362078661,16.0,0.0,4.0,0.0,12.0,55.85493008572683,32.80779718700044,1024.0070515716586,601.4762817616747,20840.0,267,440,500.0,264.6327091927385,500.0,5,0.6114586717556137,18.784364724688658,18.64284523477813,-0.1415194899105246,4.812095953894914,3.2474023470285827e-16,0.0,0.0,0.0,0.0,0.0,,,3181.266655479624,4135.64665212351,345.5036551410552,10.860568841217283,1672.859859260949,52.5847104448005,3.4558776336225256,1.0,1.4210854715202004e-14,37064.77346889853,33640.99054023557,3324.665891765675,0.0,99.11703689728,479.0350191957599,33289.40154843383,9004.029213846368,0.0,8938.6,9564.0,120.0,0.0,14769.2407355064,7251.394128640206,26810.43444700278
m03__D__base,m03,2020-03-18,D,monthly,base,0.5,1.2511,0.5,0.6071,800.0,emergent,0.5,1.0,False,105999.2019503,gurobi,0.0004987523339689,5.9,1.2,1118616.1633698533,1118616.1633698535,1030375.3611482752,84657.513066,0.0,-5119.515893626405,5752.550822870305,2950.2542263337245,6.984919309616089e-10,59982.99472051207,51195.15893626404,8787.835784248025,14.650545250690683,13.0,0.0,3.0,0.0,10.0,54.38146709365318,32.84584772116164,978.866407685757,591.2252589809096,19682.0,252,432,500.0,244.4779555731293,500.0,5,0.6197351706074002,19.39599754658676,19.367198616911107,-0.0287989296756536,4.812095953894914,-0.9624191907789827,0.0,0.0,0.921954445729289,0.921954445729289,1475.1271131668625,,,3181.266655479624,4135.646652123511,377.8741663529975,11.878104141384128,1670.4219069236276,52.50807580202002,3.4543144563860304,1.0,1.4210854715202004e-14,36828.589839542605,34241.53511055854,2514.74679365478,0.0,72.30793532928,479.0350191957599,33889.94399683991,6809.462218701921,0.0,8938.6,9564.0,88.0,0.0,15617.843326885031,8242.948097521103,26855.33249266215
m04__A__base,m04,2020-04-01,A,monthly,base,0.5,1.2511,0.5,0.4256,800.0,emergent,0.5,1.0,False,111906.0692124235,gurobi,0.0004507363769294,9.5,1.2,1205199.649295469,1205199.6492954644,1209353.203090042,0.0,0.0,-4153.553794572479,0.0,0.0,-5.3551048040390015e-09,42807.622207900895,41535.53794572479,1272.084262176105,2.971630276491554,0.0,0.0,0.0,0.0,0.0,46.15990987987421,46.047852677203416,842.4183553077045,840.3733113589623,14370.0,167,438,500.0,58.70801269362619,407.3265834506316,0,0.3733953358616916,23.53930942189733,22.762433596101555,-0.7768758257957779,6.461302253064943,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,43982.81416202239,40899.97241605783,3082.84174596456,0.0,0.0,2450.222212313648,40629.29220469468,8345.667267920422,0.0,11832.8,9596.0,0.0,0.0,14904.4619741747,3127.426850314861,21053.42690892157
m04__B__base,m04,2020-04-01,B,monthly,base,0.5,1.2511,0.5,0.4256,800.0,emergent,0.5,1.0,False,111906.0692124235,gurobi,7.016537230462436e-07,5.3,1.2,1196925.3997056969,1196925.3997056922,1198777.836554988,0.0,0.0,-4164.613442492309,0.0,2312.176593200767,-4.423782229423523e-09,42807.622207900895,41646.13442492309,1161.487782977803,2.713273298238532,0.0,0.0,0.0,0.0,0.0,30.53948339322136,57.2033050683171,529.3510454825037,991.5239545174963,8552.0,115,416,500.0,-15.065167537056324,439.03499669633794,0,0.4092392749709622,25.346719913619,24.733610228067903,-0.6131096855510995,4.848069744828166,0.0,0.0,0.0,0.8020347580080004,0.643075612742479,1156.0882966003835,,,0.0,0.0,0.0,,0.0,,,,0.0,45767.069603195545,43679.729716307374,2087.3398868881604,0.0,0.0,2450.222212313648,43434.53444452776,5640.040463892156,0.0,11832.8,9600.0,0.0,0.0,14907.818149478302,3127.426850314861,21160.667212816275
m04__C__base,m04,2020-04-01,C,monthly,base,0.5,1.2511,0.5,0.4256,800.0,emergent,0.5,1.0,False,107770.4225603,gurobi,0.0004825906154155,6.4,1.4,1201565.9981961993,1201565.998196196,1204101.9548100638,0.0,0.0,-4157.61703292101,1621.6604190574617,0.0,-4.190951585769653e-09,42807.622207900895,41576.170329210094,1231.4518786907977,2.876711705009188,0.0,0.0,0.0,0.0,0.0,41.32972396860882,51.81967362175263,714.6598102905274,896.0485230428059,12158.0,143,415,500.0,-35.70728294198677,369.60808046726135,0,0.4218966592738095,25.11733713618084,24.346949897632328,-0.7703872385485123,6.46130225306494,0.0,0.0,0.0,0.0,0.0,0.0,,,3181.266655479623,4135.646652123511,128.60552328527638,4.042588604251636,1749.7858991405494,55.0028051287874,3.5127633208339804,1.0,0.0,44007.651619307726,41040.50601919359,2967.145600114124,0.0,0.0,2450.222212313648,40831.638856490375,8099.525696536966,0.0,11832.8,9600.0,0.0,0.0,14907.818149478302,3127.426850314861,21090.70311710328
m04__D__base,m04,2020-04-01,D,monthly,base,0.5,1.2511,0.5,0.4256,800.0,emergent,0.5,1.0,False,107770.4225603,gurobi,0.0001027857360948,5.3,1.3,1195146.2649159683,1195146.2649232922,1197364.4285428617,0.0,0.0,-4165.017547932286,1.926673697449156e-05,1946.8539091009595,-4.6566128730773926e-09,42807.622207900895,41650.17547932285,1157.4467285780374,2.7038332635172866,0.0,0.0,0.0,0.0,0.0,30.61831818057964,57.12447028095881,530.7175151300472,990.1574848699528,8496.0,108,416,500.0,-27.120226116102653,422.10644569882703,0,0.4119358949144959,24.990900265557897,24.339188561918533,-0.6517117036393648,4.705216679605524,0.0,0.0,0.0,0.8303464523329286,0.3864372408551708,973.4269545504796,,,3181.266655479624,4135.646652123511,9.586072451384098e-07,3.013287941415541e-08,1750.5014784466223,55.02529866307948,3.550898941429118,1.0,5.839846011213012e-07,45938.05551441963,43953.98405365139,1984.071460768251,0.0,0.0,2450.222212313648,43687.16458234457,5354.615054534299,0.0,11832.8,9600.0,0.0,0.0,14907.818149478302,3127.426850314861,21164.70826721604
m05__A__base,m05,2020-05-26,A,monthly,base,0.5,1.2511,0.5,0.4163,800.0,emergent,0.5,1.0,False,125012.67440328353,gurobi,0.0004678927876577,10.1,1.2,1570296.4224028669,1570296.42240286,1406145.6676935572,168590.568132,0.0,-4439.813422690416,0.0,0.0,-6.752088665962219e-09,47329.36296351603,44398.13422690416,2931.228736611878,6.193256264343604,12.0,0.0,6.0,0.0,6.0,54.91577199922898,41.054553204023065,1125.773325984194,841.6183406824729,22710.0,258,492,500.0,180.4329044918097,464.28960940220986,0,0.4881329202161193,17.202352117252627,17.21485836522507,0.0125062479724422,0.1444135271889699,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,45043.77749420988,38584.24526791877,6414.591346977185,0.0,44.94087931392,1215.2902001743566,38091.66612016534,17305.174056214004,0.0,15642.2,9572.0,56.0,0.0,18929.78567227549,9786.54228881239,14466.51606564192
m05__B__base,m05,2020-05-26,B,monthly,base,0.5,1.2511,0.5,0.4163,800.0,emergent,0.5,1.0,False,125012.67440328353,gurobi,0.0001603607692308,9.1,1.1,1500199.4797099056,1500199.4797098958,1388145.9574220183,112341.965088,0.0,-4547.502067844911,0.0,4259.059267732033,-1.0011717677116394e-08,47329.36296351603,45475.0206784491,1854.3422850669333,3.917953187953023,7.0,0.0,4.0,0.0,3.0,61.30699669947207,37.031589159113786,1264.4568069266113,763.7765264067219,23702.16945302196,278,495,500.0,220.92935952039784,500.0,4,0.5462483967384848,18.570423105361275,18.719375364393184,0.1489522590319062,6.580869726937173,2.527009849287093,0.0,0.0,1.239957596603232,1.421954445729289,2129.5296338660164,,,0.0,0.0,0.0,,0.0,,,,0.0,43560.9310604514,36772.41756507259,6769.464373172091,0.0,19.04912220672,1715.71853049116,36290.58969071418,18412.046943047146,0.0,15642.2,9588.0,24.0,0.0,18992.83859624117,9699.427005282858,15067.036546433912
m05__C__base,m05,2020-05-26,C,monthly,base,0.5,1.2511,0.5,0.4163,800.0,emergent,0.5,1.0,False,120877.02775116,gurobi,0.0003699988417454,9.9,1.5,1556946.2768172105,1556946.2768172035,1410712.6287465803,146519.603538,0.0,-4450.393394112577,4164.437926742497,0.0,-6.752088665962219e-09,47329.36296351603,44503.93394112577,2825.4290223902644,5.969716990630645,18.0,0.0,6.0,0.0,12.0,50.1114731829527,42.069801717445706,1048.1649807434271,879.9600192565727,21126.0,262,502,500.0,117.08237504921506,476.079373680289,0,0.5196983560713786,19.017275110673094,19.01727511067305,-3.8040172863536746e-14,9.627854069549358e-13,0.0,0.0,0.0,0.0,0.0,0.0,,,3181.266655479623,4135.646652123511,280.2417373812898,8.809124406424184,1533.798112491482,48.2134407013498,3.03190670918412,1.0,1.4210854715202004e-14,45280.53447118014,38974.27827990398,6160.672464151678,0.0,145.58372712448,1533.0500021614253,38484.06772754616,16642.972734611576,44.0,15642.2,9572.0,176.0,0.0,18871.60077008933,9795.759458868844,14303.523710006168
m05__D__base,m05,2020-05-26,D,monthly,base,0.5,1.2511,0.5,0.4163,800.0,emergent,0.5,1.0,False,120877.02775116,gurobi,0.0002669017489101,5.8,1.2,1483989.7531979564,1483989.7531979466,1397055.162134073,84761.00706599999,0.0,-4553.489141640868,2679.355276194316,4047.717863329588,-9.546056389808656e-09,47329.36296351603,45534.89141640868,1794.4715471073534,3.791455102597993,15.0,0.0,3.0,0.0,12.0,56.57496283681699,37.55902537536377,1199.86067016416,796.5643298358399,22062.0,285,509,500.0,197.59181483662533,500.0,7,0.5747965107742364,21.25577047906512,21.422184787346367,0.1664143082812448,3.993943398749977,0.5705633426785833,0.0,0.0,1.1078692188517034,1.421954445729289,2023.858931664794,,,3181.2666554796224,4135.646652123511,196.51955296296487,6.177399578387017,1519.800180401868,47.7734294226504,3.184986173569221,1.0,2.8421709430404014e-14,43849.9748597672,37197.54154429164,6500.024371383399,0.0,152.40894409216,1715.71853049116,36716.47515861162,17749.965079943562,0.0,15642.2,9591.103677504978,184.0,0.0,19230.26213037558,9657.641239701406,14931.269515840537
m06__A__base,m06,2020-06-05,A,monthly,base,0.5,1.2511,0.5,0.3855,800.0,emergent,0.5,1.0,False,147747.38042812352,gurobi,0.0004953676482027,6.2,1.1,1967668.7613922528,1967668.7613922544,1910299.4490146216,62379.560472,0.0,-5010.248094368473,0.0,0.0,1.629814505577087e-09,52592.60189406027,50102.48094368472,2490.120950375547,4.734736180939505,15.0,0.0,3.0,0.0,12.0,62.63469714677383,45.03220180793,1498.0131734270074,1077.020159906326,28016.0,275,574,500.0,354.3460808335421,500.0,5,0.7560597783247461,21.54135155764025,23.709474260533955,2.168122702893704,33.0934677392737,12.353690451116323,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,53448.9828827374,40743.63870952722,12625.710545644091,0.0,79.63362756608001,1615.0073290149032,40334.4356753788,33572.048162373016,154.0,13944.8,9596.0,96.0,0.0,18769.524652653825,9480.2393966041,20237.709565411897
m06__B__base,m06,2020-06-05,B,monthly,base,0.5,1.2511,0.5,0.3855,800.0,emergent,0.5,1.0,False,147747.38042812352,gurobi,0.0002697366646812,6.3,1.1,1921553.9755234995,1921553.9755235,1917314.479240986,6286.198428000001,0.0,-5016.314549382403,0.0,2969.612403894472,1.629814505577087e-09,52592.60189406027,50163.14549382403,2429.456400236245,4.6193881130467975,13.0,0.0,1.0,0.0,12.0,65.62115911719194,42.87112218641012,1594.0473235551208,1041.4110097782125,30954.0,302,583,500.0,352.34794091849244,500.0,9,0.7276056840430926,24.241410224693865,25.08043503520243,0.8390248105085685,8.528054658533264,2.320718561880978,0.0,0.0,0.9340533067047564,0.9219544457292888,1484.806201947236,,,0.0,0.0,0.0,,0.0,,,,0.0,53382.31770870898,40507.255360276,12795.428720866894,0.0,79.63362756608001,1615.0073290149032,40093.077282995946,34002.78695168115,176.0,13944.8,9588.0,96.0,0.0,18765.50723817308,9298.773722162105,20483.85720447393
m06__C__base,m06,2020-06-05,C,monthly,base,0.5,1.2511,0.5,0.3855,800.0,emergent,0.5,1.0,False,143611.733776,gurobi,0.0002806801969295,7.1,1.4,1959281.9470501533,1959281.9470501544,1931728.9588997853,28357.163022,0.0,-4939.5902129135575,4135.415341281819,0.0,2.3283064365386963e-10,52592.60189406027,49395.902129135575,3196.699764924698,6.078230872402851,7.0,0.0,1.0,0.0,6.0,68.47476184775583,42.441155107261466,1649.10051450012,1022.1244854998804,32682.0,306,578,500.0,375.7579991067846,500.0,9,0.7515159982135692,21.77413001124684,23.506924661857777,1.732794650610946,36.31738289776361,5.5775684632440345,0.0,0.0,0.0,0.0,0.0,,,3181.266655479624,4135.646652123511,295.36157817845253,9.28440178598994,1562.2810413306065,49.10877365905906,3.206415743930116,1.0,4.263256414560601e-14,53071.58731268617,39715.681063748816,13317.356299466635,0.0,38.54994947072,1615.0073290149032,39283.03105511601,35551.956596881115,0.0,13944.8,9580.0,48.0,0.0,18741.09153341871,9295.5813427172,19744.22192398476
m06__D__base,m06,2020-06-05,D,monthly,base,0.5,1.2511,0.5,0.3855,800.0,emergent,0.5,1.0,False,143611.733776,gurobi,0.0004812842232979,7.1,1.6,1918517.6111652723,1918517.611171376,1913672.5655677733,5820.475428000001,0.0,-4996.168352408598,1070.4843016763182,2950.254226333724,4.656612873077393e-10,52592.60189406027,49961.68352408598,2630.91836997429,5.002449537054415,4.0,0.0,1.0,0.0,3.0,66.0207362479502,44.11887980789622,1576.245077919811,1053.3382554135223,30612.0,288,573,500.0,365.8308171638132,500.0,11,0.7483824919576378,26.7085953577126,27.294101564922126,0.5855062072095246,10.40114466672484,1.3492870917025792,0.0,0.0,0.9219544457292888,0.9219544457292888,1475.127113166862,,,3181.2666554796224,4135.646652123511,128.4099618755407,4.036441322966716,1656.5805367487253,52.07298589369496,3.4365575850730288,1.0,1.4210854715202004e-14,53689.44967620802,40937.69155542586,12732.70899857544,0.0,19.04912220672,1615.0073290149032,40532.03171192165,33850.08641800289,154.0,13944.8,9588.0,24.0,0.0,18768.30366040124,9295.5813427172,20282.791191952645
m07__A__base,m07,2020-07-17,A,monthly,base,0.5,1.2511,0.5,0.33,800.0,emergent,0.5,1.0,False,173322.0663727235,gurobi,0.0004652015251523,15.3,1.1,2756564.385159984,2756564.3851599945,2568825.0200133915,192824.72928000003,0.0,-5085.3641334073045,0.0,0.0,1.0244548320770264e-08,53459.22694329908,50853.64133407304,2605.5856092260374,4.873967990576485,31.0,0.0,18.0,0.0,13.0,40.79981602199554,60.29051586833634,1178.0946876351215,1740.888645698212,22586.0,254,693,500.0,497.2194792617189,500.0,22,0.9944389585234376,20.55385979512556,30.48578636875708,9.931926573631516,28.72170902087112,10.8348289894162,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,66641.69834413345,46731.38482206457,19793.729616971585,0.0,116.58390509729918,2708.943659087435,46127.09112414934,47990.025913772224,2840.210458835525,15809.6,9588.0,120.0,20.0,17809.749666578784,8991.57113204974,21343.376876357088
m07__B__base,m07,2020-07-17,B,monthly,base,0.5,1.2511,0.5,0.33,800.0,emergent,0.5,1.0,False,173322.0663727235,gurobi,0.0004512987850214,10.0,1.2,2686058.357468116,2686058.3574783048,2591798.431645283,96370.96704,0.0,-5061.295433317128,0.0,2950.2542263337245,5.122274160385132e-09,53459.22694329908,50612.95433317129,2846.272610127792,5.32419335795233,21.0,0.0,9.0,0.0,12.0,51.39053931553059,57.05622539035177,1456.0652806067,1616.5930527266337,28388.0,284,680,500.0,500.0,500.0,24,1.0,17.690301916984655,28.903780638060624,11.213478721075967,28.72170902087105,11.213478721075967,30.731814857642963,737.5635565834311,0.9219544457292888,0.921954445729289,1475.1271131668625,,,0.0,0.0,0.0,,0.0,,,,0.0,65954.37718886483,45264.75051293134,20590.554054764863,0.0,99.07262116864,2708.943659087435,44684.56922622466,51285.1936684824,1506.4703707321416,15809.6,9588.0,120.0,0.0,17809.749666578784,8991.57113204974,21102.689875455333
m07__C__base,m07,2020-07-17,C,monthly,base,0.5,1.2511,0.5,0.33,800.0,emergent,0.5,1.0,False,169186.41972059998,gurobi,0.0002384306850754,8.8,1.3,2739622.672385738,2739622.6723922654,2583467.2621815074,152640.326202,0.0,-5096.319389868858,8611.403398621042,0.0,6.05359673500061e-09,53459.22694329908,50963.19389868859,2496.0330446104967,4.669040663939802,25.0,0.0,15.0,0.0,10.0,46.59219276870191,58.01129560339111,1335.6428593694548,1662.990473963879,25546.0,277,688,500.0,494.7155337066841,500.0,21,0.9894310674133682,23.58973749355881,31.91128601622042,8.32154852266161,30.954277214654365,9.510341168756126,0.0,0.0,0.0,0.0,0.0,,,3181.266655479623,4135.64665212351,561.4592294347249,17.648920704827763,1431.3720831021294,44.99377883449789,2.872620249935484,1.0,1.4210854715202004e-14,65651.7463316558,44975.20886993054,20591.57133403246,0.0,84.9661276928,2708.943659087435,44375.80156088995,50117.618705207846,2388.351109035289,15809.6,9592.0,104.0,0.0,17805.42247745775,8991.446024967161,21457.38173717624
m07__D__base,m07,2020-07-17,D,monthly,base,0.5,1.2511,0.5,0.33,800.0,emergent,0.5,1.0,False,169186.41972059998,gurobi,0.0004462824182492,8.6,1.3,2672576.3322999496,2672576.332299957,2553402.8418862247,118441.931634,0.0,-5137.191957450489,2918.496510843537,2950.2542263337245,5.587935447692871e-09,53459.22694329908,51371.9195745049,2087.307368794187,3.904484759961205,15.0,0.0,9.0,0.0,6.0,46.76289292950214,61.78787159649174,1274.2888323289333,1683.7195010044004,23844.0,234,654,500.0,497.0235399204586,500.0,21,0.9940470798409172,28.241453886510275,31.58746966732383,3.346015780813554,14.786094031853573,3.824018035215489,29.03109395561242,609.6529730678608,0.921954445729289,0.921954445729289,1475.1271131668625,,,3181.266655479623,4135.646652123511,234.63765355193016,7.37560471857255,1577.132837934679,49.57562533207084,3.1345763459524525,1.0,0.0,66194.98110860518,46289.86235700217,19866.56880213229,0.0,38.54994947072,2708.943659087435,45726.12934081548,49662.16672951193,1392.971953778188,15809.6,9596.0,48.0,0.0,17809.749666578784,8991.57113204974,21861.655116788937
m08__A__base,m08,2020-08-24,A,monthly,base,0.5,1.2511,0.5,0.3089,800.0,emergent,0.5,1.0,False,167246.4207739235,gurobi,0.0004955299650939,17.4,1.1,2604760.288713361,2604760.288713359,2569310.324577402,40225.857996000006,0.0,-4775.893860040566,0.0,0.0,-2.3283064365386963e-09,48163.1903660038,47758.93860040567,404.2517655981456,0.839337598955007,18.0,0.0,7.0,0.0,11.0,55.98541762533563,54.87446438056407,1581.588047915732,1550.2036187509348,30060.0,255,678,500.0,415.8280752211343,500.0,15,0.8316561504422686,19.86040728610919,29.30248647370837,9.442079187599177,38.19995787627642,15.130761360185293,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,67414.56529732623,47778.84068823633,19562.949292563822,0.0,72.77531652608,2283.9548995658897,47266.44861309928,48368.71644207824,1491.721794844921,12712.0,9600.0,88.0,0.0,16785.235214250548,8884.354362279366,19805.394124309856
m08__B__base,m08,2020-08-24,B,monthly,base,0.5,1.2511,0.5,0.3089,800.0,emergent,0.5,1.0,False,167246.4207739235,gurobi,0.0003626466110514,10.3,1.2,2554731.3807613,2554731.380886849,2544945.3082608944,11640.950856000003,0.0,-4805.132456375726,0.0,2950.254226333724,-4.190951585769653e-09,48163.1903660038,48051.32456375725,111.86580224655496,0.2322641033462682,8.0,0.0,2.0,0.0,6.0,56.36644811555812,58.63975343482948,1514.8482931056242,1575.9433735610426,29828.0,225,645,500.0,417.9950483776601,500.0,14,0.8359900967553202,24.87888239804671,31.209315056246663,6.330432658199956,59.650142172582,10.861840672162035,52.6831111845308,737.5635565834311,0.9219544457292888,0.9219544457292888,1475.127113166862,,,0.0,0.0,0.0,,0.0,,,,0.0,68107.85540225529,49212.53109536058,18857.000209952617,0.0,38.32409694208,2283.9548995658897,48691.25372739672,47905.93091731635,531.4563207519437,12712.0,9600.0,48.0,0.0,17005.710345721644,8884.354362279366,19877.30495619036
m08__C__base,m08,2020-08-24,C,monthly,base,0.5,1.2511,0.5,0.3089,800.0,emergent,0.5,1.0,False,163110.7741218,gurobi,0.0003536813606827,7.2,1.4,2584256.2487355736,2584256.2489531604,2556106.634170268,28740.148140000005,0.0,-4798.778011602245,4208.244654495642,0.0,-1.3969838619232178e-09,48163.1903660038,47987.78011602244,175.41024998136223,0.3641998145230352,13.0,0.0,5.0,0.0,8.0,56.45356378507869,55.87226204074713,1566.5863950359335,1550.4552716307328,29720.0,245,666,500.0,422.059550030309,500.0,14,0.8441191000606181,22.75206481058157,32.115644270190714,9.36357945960915,50.70308485873677,15.945655672230446,0.0,0.0,0.0,0.0,0.0,,,3181.266655479623,4135.64665212351,276.8230517602255,8.701661373887262,1646.7478627522953,51.763905421629104,3.2991777253060794,1.0,0.0,67272.52644207006,47816.33807144598,19397.658891036248,0.0,58.52947958784,2283.9548995658897,47316.43889398676,48507.90010036224,1088.5875247885951,12712.0,9600.0,72.0,0.0,16949.3759342255,8884.354362279366,19870.094919951687
m08__D__base,m08,2020-08-24,D,monthly,base,0.5,1.2511,0.5,0.3089,800.0,emergent,0.5,1.0,False,163110.7741218,gurobi,8.173487498967606e-05,7.3,1.3,2547681.84489952,2547681.844899514,2536096.3411912736,11330.468856,0.0,-4806.045169271403,2110.825795182506,2950.2542263337245,-4.190951585769653e-09,48163.1903660038,48060.45169271403,102.738673289775,0.2133136789922736,2.0,0.0,2.0,0.0,0.0,55.77697486424388,59.97969703528516,1480.4138745218067,1591.9611254781937,29238.0,216,637,500.0,409.3083348065136,500.0,14,0.8186166696130271,25.643218066619937,29.75933321873718,4.116115152117238,19.244032174366552,6.928600284855504,52.68311118453078,737.5635565834309,0.9219544457292888,0.921954445729289,1475.1271131668625,,,3181.266655479623,4135.64665212351,106.55388884123536,3.3494170838430013,1641.5536170982757,51.60062939932293,3.349681386394896,1.0,5.684341886080804e-14,68259.87209251737,49553.72754466882,18706.144547848548,0.0,0.0,2283.9548995658897,49035.40717127293,47682.341204218974,455.31863598474536,12712.0,9600.0,0.0,0.0,17006.009831911295,8884.354362279366,19886.132598957483
m09__A__base,m09,2020-09-11,A,monthly,base,0.5,1.2511,0.5,0.2914,800.0,emergent,0.5,1.0,False,145368.4875073235,gurobi,0.0004563899879044,7.2,1.1,2223204.7532268567,2223204.753226855,2225681.381472008,1324.7232,0.0,-3801.35144515123,0.0,0.0,-1.862645149230957e-09,39056.541001965445,38013.514451512296,1043.0265504531458,2.670555363314579,13.0,0.0,0.0,0.0,13.0,66.49698598344172,47.27990005187129,1726.1509278201745,1227.307405513159,34254.0,291,623,500.0,287.53947187176385,500.0,8,0.6260899185015681,20.108963161862693,23.951652665198424,3.842689503335729,24.185218236156224,11.491102509206314,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,60526.82864257077,44704.39147837317,15724.964214968466,0.0,97.47294922913918,2555.9376970930725,44214.97115745367,41586.40657486215,0.0,11881.0,9596.0,96.0,20.0,16719.08011829274,8508.15736496371,10230.339271162782
m09__B__base,m09,2020-09-11,B,monthly,base,0.5,1.2511,0.5,0.2914,800.0,emergent,0.5,1.0,False,145368.4875073235,gurobi,0.0003651647936689,6.1,1.1,2189768.4380784165,2189768.438078416,2190151.937183038,517.47,0.0,-3851.207628371536,0.0,2950.23852374853,4.656612873077393e-10,39056.541001965445,38512.07628371535,544.4647182500912,1.3940423403667317,10.0,0.0,0.0,0.0,10.0,56.25062110442279,55.83018697638529,1392.202872334464,1381.797127665536,27294.0,221,594,500.0,236.71439816887968,500.0,4,0.553676898082751,25.81192178621235,25.311156623916343,-0.5007651622960062,6.140718854789448,-0.1622540460997692,0.0,0.0,0.9219446316135425,0.9219544457292888,1475.119261874265,,,0.0,0.0,0.0,,0.0,,,,0.0,62346.85021015686,47989.63441747567,14291.298787195115,0.0,65.91700548608,2555.9376970930725,47487.01918574896,38108.11187822389,0.0,11881.0,9600.0,80.0,0.0,17237.003500834002,8508.15736496371,10210.977720824569
m09__C__base,m09,2020-09-11,C,monthly,base,0.5,1.2511,0.5,0.2914,800.0,emergent,0.5,1.0,False,141232.8408552,gurobi,0.0001723627074165,7.7,1.3,2208106.2528752964,2208106.252875294,2209158.066753792,206.988,0.0,-3827.197703923304,2568.395825427462,0.0,-1.862645149230957e-09,39056.541001965445,38271.97703923302,784.563962732427,2.008790186240367,4.0,0.0,0.0,0.0,4.0,67.41489320558182,48.2801887616313,1713.4618689752044,1227.1214643581288,33418.0,274,610,500.0,307.8086423832581,500.0,8,0.6344684341201372,22.041124413808262,26.20920809121615,4.168083677407886,24.185218236156217,12.464920214293311,0.0,0.0,0.0,0.0,0.0,,,3181.2666554796224,4135.64665212351,199.55834324762432,6.272920973282512,1692.9866619722986,53.217376765829655,3.339470575958433,1.0,1.4210854715202004e-14,60484.48314194414,44875.33021699077,15583.26116784617,0.0,25.8917571072,2555.9376970930725,44401.01336617611,41221.90177841899,0.0,11881.0,9600.0,32.0,0.0,16956.267505205436,8508.15736496371,10251.6144719708
